都道府県名,駅名,路線名
"和歌山県","神前","わかやま電鉄貴志川線"
"和歌山県","高野下","南海高野線"
"和歌山県","田子","JR紀勢本線"
"和歌山県","田並","JR紀勢本線"
"和歌山県","道成寺","JR紀勢本線"
"和歌山県","南部","JR紀勢本線"
"和歌山県","東松江","南海加太線"
"和歌山県","広川ビーチ","JR紀勢本線"
"鳥取県","上菅","JR伯備線"
"鳥取県","浦安","JR山陰本線"
"鳥取県","上石見","JR伯備線"
"鳥取県","岸本","JR伯備線"
"鳥取県","下北条","JR山陰本線"
"鳥取県","那岐","JR因美線"
"鳥取県","八東","若桜鉄道若桜線"
"鳥取県","隼","若桜鉄道若桜線"
"鳥取県","伯耆溝口","JR伯備線"
"鳥取県","松崎","JR山陰本線"
"鳥取県","山郷","智頭急行智頭線"
"島根県","青野山","JR山口線"
"島根県","青原","JR山口線"
"島根県","秋鹿町","一畑電車北松江線"
"島根県","朝日ヶ丘","一畑電車北松江線"
"島根県","出雲坂根","JR木次線"
"島根県","出雲大東","JR木次線"
"島根県","出雲八代","JR木次線"
"島根県","伊野灘","一畑電車北松江線"
"島根県","馬路","JR山陰本線"
"島根県","湖遊館新駅","一畑電車北松江線"
"島根県","下久野","JR木次線"
"島根県","高浜","一畑電車大社線"
"島根県","高ノ宮","一畑電車北松江線"
"島根県","田儀","JR山陰本線"
"島根県","玉造温泉","JR山陰本線"
"島根県","津ノ森","一畑電車北松江線"
"島根県","幡屋","JR木次線"
"島根県","八川","JR木次線"
"島根県","東松江","JR山陰本線"
"島根県","松江イングリッシュガーデン前","一畑電車北松江線"
"島根県","松江しんじ湖温泉","一畑電車北松江線"
"島根県","松江フォーゲルパーク","一畑電車北松江線"
"島根県","三井野原","JR木次線"
"島根県","南宍道","JR木次線"
"島根県","南大東","JR木次線"
"岡山県","足立","JR伯備線"
"岡山県","あわくら温泉","智頭急行智頭線"
"岡山県","井倉","JR伯備線"
"岡山県","石蟹","JR伯備線"
"岡山県","いずえ","井原鉄道"
"岡山県","市岡","JR芸備線"
"岡山県","岩山","JR姫新線"
"岡山県","浦田","水島臨海鉄道"
"岡山県","早雲の里荏原","井原鉄道"
"岡山県","大原","智頭急行智頭線"
"岡山県","刑部","JR姫新線"
"岡山県","北長瀬","JR山陽本線"
"岡山県","亀甲","JR津山線"
"岡山県","木野山","JR伯備線"
"岡山県","球場前","水島臨海鉄道"
"岡山県","熊山","JR山陽本線"
"岡山県","坂根","JR芸備線"
"岡山県","城下","岡山電軌東山線"
"岡山県","上道","JR山陽本線"
"岡山県","新郷","JR伯備線"
"岡山県","丹治部","JR姫新線"
"岡山県","坪井","JR姫新線"
"岡山県","常盤","水島臨海鉄道"
"岡山県","知和","JR因美線"
"岡山県","野馳","JR芸備線"
"岡山県","東津山","JR姫新線 / JR因美線"
"岡山県","備中神代","JR伯備線 / JR芸備線"
"岡山県","備前片上","JR赤穂線"
"岡山県","備前原","JR津山線"
"岡山県","備前三門","JR吉備線"
"岡山県","備中高梁","JR伯備線"
"岡山県","福井","水島臨海鉄道"
"岡山県","備中広瀬","JR伯備線"
"岡山県","方谷","JR伯備線"
"岡山県","牧山","JR津山線"
"岡山県","美作江見","JR姫新線"
"岡山県","三谷","井原鉄道"
"岡山県","美作千代","JR姫新線"
"岡山県","美作河井","JR因美線"
"岡山県","美作滝尾","JR因美線"
"岡山県","宮本武蔵","智頭急行智頭線"
"岡山県","佐良山","JR津山線"
"岡山県","矢神","JR芸備線"
"広島県","井口","広島電鉄宮島線"
"広島県","稲荷町","広島電鉄本線"
"広島県","井原市","JR芸備線"
"広島県","上三田","JR芸備線"
"広島県","内名","JR芸備線"
"広島県","駅家","JR福塩線"
"広島県","大塚","アストラムライン"
"広島県","大原","アストラムライン"
"広島県","大町","JR可部線 / アストラムライン"
"広島県","上戸手","JR福塩線"
"広島県","河佐","JR福塩線"
"広島県","観音町","広島電鉄本線"
"広島県","草津","広島電鉄宮島線"
"広島県","神辺","井原鉄道 / JR福塩線"
"広島県","市役所前","広島電鉄宇品線"
"広島県","白木山","JR芸備線"
"広島県","志和口","JR芸備線"
"広島県","高須","広島電鉄宮島線"
"広島県","近田","JR福塩線"
"広島県","道後山","JR芸備線"
"広島県","戸手","JR福塩線"
"広島県","土橋","広島電鉄本線 / 広島電鉄江波線"
"広島県","中畑","JR福塩線"
"広島県","西原","アストラムライン"
"広島県","八丁堀","広島電鉄本線 / 広島電鉄白島線"
"広島県","備後八幡","JR芸備線"
"広島県","備後矢野","JR福塩線"
"広島県","平子","JR芸備線"
"広島県","備後落合","JR木次線 / JR芸備線"
"広島県","古市","アストラムライン"
"広島県","宮内","広島電鉄宮島線"
"広島県","向原","JR芸備線"
"広島県","油木","JR木次線"
"広島県","湯田村","JR福塩線"
"広島県","湯野","井原鉄道"
"広島県","御領","井原鉄道"
"広島県","横川","JR山陽本線 / JR可部線 / 広島電鉄横川線"
"山口県","阿知須","JR宇部線"
"山口県","厚東","JR山陽本線"
"山口県","目出","JR小野田線"
"山口県","湯玉","JR山陰本線"
"山口県","飯井","JR山陰本線"
"山口県","板持","JR美祢線"
"山口県","岩鼻","JR宇部線"
"山口県","椋野","錦川鉄道錦川清流線"
"山口県","宇賀本郷","JR山陰本線"
"山口県","宇田郷","JR山陰本線"
"山口県","宇部岬","JR宇部線"
"山口県","宇部新川","JR宇部線 / JR小野田線"
"山口県","江崎","JR山陰本線"
"山口県","小野田港","JR小野田線"
"山口県","川棚温泉","JR山陰本線"
"山口県","北河内","錦川鉄道錦川清流線"
"山口県","木与","JR山陰本線"
"山口県","欽明路","JR岩徳線"
"山口県","越ヶ浜","JR山陰本線"
"山口県","厚保","JR美祢線"
"山口県","篠目","JR山口線"
"山口県","渋木","JR美祢線"
"山口県","雀田","JR小野田線"
"山口県","清流みはらし","錦川鉄道錦川清流線"
"山口県","玉江","JR山陰本線"
"山口県","地福","JR山口線"
"山口県","長門峡","JR山口線"
"山口県","柱野","JR岩徳線"
"山口県","特牛","JR山陰本線"
"山口県","戸田","JR山陽本線"
"山口県","東萩","JR山陰本線"
"山口県","長門粟野","JR山陰本線"
"山口県","長門古市","JR山陰本線"
"山口県","長門長沢","JR小野田線"
"山口県","長門本山","JR小野田線"
"山口県","長門湯本","JR美祢線"
"山口県","長門三隅","JR山陰本線"
"山口県","長門二見","JR山陰本線"
"山口県","南桑","錦川鉄道錦川清流線"
"山口県","根笠","錦川鉄道錦川清流線"
"山口県","浜河内","JR小野田線"
"山口県","黄波戸","JR山陰本線"
"山口県","人丸","JR山陰本線"
"山口県","丸尾","JR宇部線"
"山口県","南小野田","JR小野田線"
"山口県","南大嶺","JR美祢線"
"山口県","柳瀬","錦川鉄道錦川清流線"
"山口県","湯ノ峠","JR美祢線"
"山口県","米川","JR岩徳線"
"山口県","渡川","JR山口線"
"徳島県","新野","JR牟岐線"
"徳島県","阿波大宮","JR高徳線"
"徳島県","阿波川島","JR徳島線"
"徳島県","阿波海南","JR牟岐線 / 阿佐海岸鉄道"
"徳島県","阿波半田","JR徳島線"
"徳島県","阿波山川","JR徳島線"
"徳島県","麻植塚","JR徳島線"
"徳島県","大歩危","JR土讃線"
"徳島県","木岐","JR牟岐線"
"徳島県","小歩危","JR土讃線"
"徳島県","貞光","JR徳島線"
"徳島県","田井ノ浜","JR牟岐線"
"徳島県","坪尻","JR土讃線"
"徳島県","中田","JR牟岐線"
"徳島県","辺川","JR牟岐線"
"徳島県","鯖瀬","JR牟岐線"
"徳島県","山河内","JR牟岐線"
"徳島県","山瀬","JR徳島線"
"香川県","大町","高松琴平電鉄志度線"
"香川県","岡田","高松琴平電鉄琴平線"
"香川県","岡本","高松琴平電鉄琴平線"
"香川県","太田","高松琴平電鉄琴平線"
"香川県","片原町","高松琴平電鉄琴平線"
"香川県","讃岐財田","JR土讃線"
"香川県","三条","高松琴平電鉄琴平線"
"香川県","塩入","JR土讃線"
"香川県","塩屋","高松琴平電鉄志度線"
"香川県","高田","高松琴平電鉄長尾線"
"香川県","高松","JR高徳線 / JR予讃線"
"香川県","長尾","高松琴平電鉄長尾線"
"香川県","白山","高松琴平電鉄長尾線"
"香川県","花園","高松琴平電鉄長尾線"
"香川県","原","高松琴平電鉄志度線"
"香川県","元山","高松琴平電鉄長尾線"
"愛媛県","愛大医学部南口","伊予鉄横河原線"
"愛媛県","石鎚山","JR予讃線"
"愛媛県","伊予立川","JR予讃支線"
"愛媛県","伊予亀岡","JR予讃線"
"愛媛県","伊予石城","JR予讃線"
"愛媛県","伊予小松","JR予讃線"
"愛媛県","伊予西条","JR予讃線"
"愛媛県","伊予富田","JR予讃線"
"愛媛県","伊予中山","JR予讃支線"
"愛媛県","伊予上灘","JR予讃線"
"愛媛県","上宇和","JR予讃線"
"愛媛県","下宇和","JR予讃線"
"愛媛県","喜多灘","JR予讃線"
"愛媛県","郡中港","伊予鉄郡中線"
"愛媛県","県庁前","伊予鉄城南線"
"愛媛県","下灘","JR予讃線"
"愛媛県","新川","伊予鉄郡中線"
"愛媛県","高野川","JR予讃線"
"愛媛県","高浜","伊予鉄高浜線"
"愛媛県","玉之江","JR予讃線"
"愛媛県","平井","伊予鉄横河原線"
"愛媛県","向井原","JR予讃線 / JR予讃支線"
"高知県","あかおか","土佐くろしお鉄道阿佐線"
"高知県","あき総合病院前","土佐くろしお鉄道阿佐線"
"高知県","新木","土佐電後免線"
"高知県","有井川","土佐くろしお鉄道中村線"
"高知県","伊与喜","土佐くろしお鉄道中村線"
"高知県","穴内","土佐くろしお鉄道阿佐線"
"高知県","伊野","JR土讃線 / 土佐電伊野線"
"高知県","伊野駅前","土佐電伊野線"
"高知県","伊野商業前","土佐電伊野線"
"高知県","打井川","JR予土線"
"高知県","海の王迎","土佐くろしお鉄道中村線"
"高知県","襟野々","JR土讃線"
"高知県","大杉","JR土讃線"
"高知県","大田口","JR土讃線"
"高知県","岡花","JR土讃線"
"高知県","荷稲","土佐くろしお鉄道中村線"
"高知県","影野","JR土讃線"
"高知県","角茂谷","JR土讃線"
"高知県","唐浜","土佐くろしお鉄道阿佐線"
"高知県","北内","土佐電伊野線"
"高知県","北浦","土佐電後免線"
"高知県","北山","土佐電伊野線"
"高知県","球場前","土佐くろしお鉄道阿佐線"
"高知県","県庁前","土佐電伊野線"
"高知県","工業団地","土佐くろしお鉄道宿毛線"
"高知県","小村神社前","JR土讃線"
"高知県","六反地","JR土讃線"
"高知県","繁藤","JR土讃線"
"高知県","篠原","土佐電後免線"
"高知県","十川","JR予土線"
"高知県","新改","JR土讃線"
"高知県","日下","JR土讃線"
"高知県","斗賀野","JR土讃線"
"高知県","土佐北川","JR土讃線"
"高知県","土佐白浜","土佐くろしお鉄道中村線"
"高知県","土佐昭和","JR予土線"
"高知県","土佐穴内","JR土讃線"
"高知県","豊永","JR土讃線"
"高知県","長崎","土佐電後免線"
"高知県","鳴谷","土佐電伊野線"
"高知県","西大方","土佐くろしお鉄道中村線"
"高知県","西ヶ方","JR予土線"
"高知県","西佐川","JR土讃線"
"高知県","のいち","土佐くろしお鉄道阿佐線"
"高知県","半家","JR予土線"
"高知県","八代通","土佐電伊野線"
"高知県","よしかわ","土佐くろしお鉄道阿佐線"
"高知県","若井","JR予土線 / 土佐くろしお鉄道中村線"
"福岡県","赤池","平成筑豊鉄道伊田線"
"福岡県","赤坂","福岡市空港線"
"福岡県","今池","筑豊電鉄線"
"福岡県","貝塚","福岡市箱崎線 / 西鉄貝塚線"
"福岡県","桂川","JR筑豊本線 / JR篠栗線"
"福岡県","門松","JR篠栗線"
"福岡県","金島","西鉄甘木線"
"福岡県","蒲池","西鉄天神大牟田線"
"福岡県","祇園","福岡市空港線"
"福岡県","北野","西鉄甘木線"
"福岡県","城戸南蔵院前","JR篠栗線"
"福岡県","競馬場前","北九州高速鉄道"
"福岡県","呉服町","福岡市箱崎線"
"福岡県","桜台","西鉄天神大牟田線"
"福岡県","市場","平成筑豊鉄道伊田線"
"福岡県","下落合","JR日田彦山線BRT"
"福岡県","金山","福岡市七隈線"
"福岡県","新栄町","西鉄天神大牟田線"
"福岡県","筑前岩屋","JR日田彦山線BRT"
"福岡県","塚原","JR日田彦山線BRT"
"福岡県","西山","筑豊電鉄線"
"福岡県","野田","JR日田彦山線BRT"
"福岡県","梅林","福岡市七隈線"
"福岡県","萩原","筑豊電鉄線"
"福岡県","橋本","福岡市七隈線"
"福岡県","深倉","JR日田彦山線BRT"
"福岡県","藤崎","福岡市空港線"
"福岡県","宝珠山","JR日田彦山線BRT"
"福岡県","北方","北九州高速鉄道"
"福岡県","本郷","西鉄甘木線"
"福岡県","味坂","西鉄天神大牟田線"
"福岡県","松崎","甘木鉄道甘木線"
"福岡県","松山","平成筑豊鉄道糸田線"
"福岡県","森下","筑豊電鉄線"
"福岡県","柳原","JR日田彦山線BRT"
"福岡県","筑前山手","JR篠栗線"
"福岡県","吉富","JR日豊本線"
"佐賀県","伊賀屋","JR長崎本線"
"佐賀県","浦ノ崎","松浦鉄道"
"佐賀県","金石原","JR筑肥西線"
"佐賀県","川東","松浦鉄道"
"佐賀県","厳木","JR唐津線"
"佐賀県","久原","松浦鉄道"
"佐賀県","黒川","松浦鉄道"
"佐賀県","駒鳴","JR筑肥西線"
"佐賀県","佐里","JR筑肥西線"
"佐賀県","新鳥栖","九州新幹線 / JR長崎本線"
"佐賀県","高橋","JR佐世保線"
"佐賀県","武雄温泉","JR佐世保線 / 西九州新幹線"
"佐賀県","多良","JR長崎本線"
"佐賀県","永尾","JR佐世保線"
"佐賀県","波瀬","松浦鉄道"
"佐賀県","鳴石","松浦鉄道"
"佐賀県","肥前麓","JR長崎本線"
"佐賀県","肥前旭","JR鹿児島本線"
"佐賀県","肥前大浦","JR長崎本線"
"佐賀県","福島口","松浦鉄道"
"佐賀県","三間坂","JR佐世保線"
"佐賀県","中多久","JR唐津線"
"佐賀県","吉野ヶ里公園","JR長崎本線"
"長崎県","愛野","島原鉄道"
"長崎県","石橋","長崎電軌大浦支線"
"長崎県","今福","松浦鉄道"
"長崎県","嬉野温泉","西九州新幹線"
"長崎県","大橋","長崎電軌本線"
"長崎県","神代","島原鉄道"
"長崎県","小野","島原鉄道"
"長崎県","桜町","長崎電軌桜町支線"
"長崎県","清峰高校前","松浦鉄道"
"長崎県","住吉","長崎電軌本線 / 長崎電軌赤迫支線"
"長崎県","大正","島原鉄道"
"長崎県","鷹島口","松浦鉄道"
"長崎県","高岩","松浦鉄道"
"長崎県","たびら平戸口","松浦鉄道"
"長崎県","千歳町","長崎電軌本線"
"長崎県","中田平","松浦鉄道"
"長崎県","西木場","松浦鉄道"
"長崎県","西田平","松浦鉄道"
"長崎県","東田平","松浦鉄道"
"長崎県","本川内","JR長崎旧線"
"長崎県","前浜","松浦鉄道"
"長崎県","松浦発電所前","松浦鉄道"
"長崎県","松尾","島原鉄道"
"長崎県","本山","松浦鉄道"
"長崎県","吉井","松浦鉄道"
"熊本県","赤水","JR豊肥本線"
"熊本県","阿蘇下田城","南阿蘇鉄道"
"熊本県","阿蘇白川","南阿蘇鉄道"
"熊本県","荒尾","JR鹿児島本線"
"熊本県","石打ダム","JR三角線"
"熊本県","市ノ川","JR豊肥本線"
"熊本県","一勝地","JR肥薩線"
"熊本県","上田浦","肥薩おれんじ鉄道線"
"熊本県","大畑","JR肥薩線"
"熊本県","おかどめ幸福","くま川鉄道線"
"熊本県","加勢","南阿蘇鉄道"
"熊本県","川村","くま川鉄道線"
"熊本県","球泉洞","JR肥薩線"
"熊本県","熊本高専前","熊本電鉄菊池線"
"熊本県","黒石","熊本電鉄菊池線"
"熊本県","公立病院前","くま川鉄道線"
"熊本県","国府","熊本市電水前寺線"
"熊本県","再春医療センター前","熊本電鉄菊池線"
"熊本県","坂本","JR肥薩線"
"熊本県","相良藩願成寺","くま川鉄道線"
"熊本県","三里木","JR豊肥本線"
"熊本県","白石","JR肥薩線"
"熊本県","新大牟田","九州新幹線"
"熊本県","新鶴羽","くま川鉄道線"
"熊本県","新水俣","九州新幹線 / 肥薩おれんじ鉄道線"
"熊本県","海路","JR肥薩線"
"熊本県","瀬戸石","JR肥薩線"
"熊本県","滝水","JR豊肥本線"
"熊本県","たのうら御立岬公園","肥薩おれんじ鉄道線"
"熊本県","田原坂","JR鹿児島本線"
"熊本県","長陽","南阿蘇鉄道"
"熊本県","那良口","JR肥薩線"
"熊本県","西里","JR鹿児島本線"
"熊本県","西人吉","JR肥薩線"
"熊本県","波多浦","JR三角線"
"熊本県","波野","JR豊肥本線"
"熊本県","東免田","くま川鉄道線"
"熊本県","東多良木","くま川鉄道線"
"熊本県","肥後伊倉","JR鹿児島本線"
"熊本県","肥後大津","JR豊肥本線"
"熊本県","肥後田浦","肥薩おれんじ鉄道線"
"熊本県","肥後長浜","JR三角線"
"熊本県","肥後西村","くま川鉄道線"
"熊本県","人吉温泉","くま川鉄道線"
"熊本県","堀川","熊本電鉄菊池線"
"熊本県","三ツ石","熊本電鉄菊池線"
"熊本県","緑川","JR三角線"
"熊本県","南阿蘇水の生まれる里白水高原","南阿蘇鉄道"
"熊本県","武蔵塚","JR豊肥本線"
"熊本県","矢岳","JR肥薩線"
"熊本県","吉尾","JR肥薩線"
"熊本県","網田","JR三角線"
"大分県","今山","JR日田彦山線BRT"
"大分県","上臼杵","JR日豊本線"
"大分県","上村","JR日田彦山線BRT"
"大分県","大分大学前","JR豊肥本線"
"大分県","大鶴","JR日田彦山線BRT"
"大分県","北山田","JR久大本線"
"大分県","釘原","JR日田彦山線BRT"
"大分県","熊崎","JR日豊本線"
"大分県","幸崎","JR日豊本線"
"大分県","小鶴","JR日田彦山線BRT"
"大分県","重岡","JR日豊本線"
"大分県","杉河内","JR久大本線"
"大分県","宗太郎","JR日豊本線"
"大分県","大明小中学校前","JR日田彦山線BRT"
"大分県","滝尾","JR豊肥本線"
"大分県","竹本","JR日田彦山線BRT"
"大分県","中山香","JR日豊本線"
"大分県","西大分","JR日豊本線"
"大分県","西屋敷","JR日豊本線"
"大分県","野矢","JR久大本線"
"大分県","日代","JR日豊本線"
"大分県","伏尾","JR日田彦山線BRT"
"大分県","豊後国分","JR久大本線"
"大分県","豊後豊岡","JR日豊本線"
"大分県","豊後中川","JR久大本線"
"大分県","豊後森","JR久大本線"
"大分県","方司口","JR日田彦山線BRT"
"大分県","祝原","JR日田彦山線BRT"
"大分県","南大分","JR久大本線"
"大分県","名本","JR日田彦山線BRT"
"大分県","恵良","JR久大本線"
"大分県","湯平","JR久大本線"
"大分県","吉竹","JR日田彦山線BRT"
"大分県","暘谷","JR日豊本線"
"宮崎県","内之田","JR日南線"
"宮崎県","榎原","JR日南線"
"宮崎県","北川","JR日豊本線"
"宮崎県","市棚","JR日豊本線"
"宮崎県","小内海","JR日南線"
"宮崎県","谷之口","JR日南線"
"宮崎県","東高崎","JR吉都線"
"宮崎県","西小林","JR吉都線"
"宮崎県","東都農","JR日豊本線"
"宮崎県","日向沓掛","JR日豊本線"
"宮崎県","日向大束","JR日南線"
"宮崎県","日向北方","JR日南線"
"宮崎県","日向長井","JR日豊本線"
"宮崎県","福島高松","JR日南線"
"宮崎県","真幸","JR肥薩線"
"宮崎県","万ヶ塚","JR吉都線"
"宮崎県","南日向","JR日豊本線"
"鹿児島県","石垣","JR指宿枕崎線"
"鹿児島県","市来","JR鹿児島本線"
"鹿児島県","入野","JR指宿枕崎線"
"鹿児島県","植村","JR肥薩線"
"鹿児島県","頴娃大川","JR指宿枕崎線"
"鹿児島県","大隅大川原","JR日豊本線"
"鹿児島県","神村学園前","JR鹿児島本線"
"鹿児島県","北俣","JR日豊本線"
"鹿児島県","霧島温泉","JR肥薩線"
"鹿児島県","草道","肥薩おれんじ鉄道線"
"鹿児島県","栗野","JR肥薩線"
"鹿児島県","薩摩川尻","JR指宿枕崎線"
"鹿児島県","薩摩高城","肥薩おれんじ鉄道線"
"鹿児島県","薩摩今和泉","JR指宿枕崎線"
"鹿児島県","重富","JR日豊本線"
"鹿児島県","市役所前","鹿児島市電第一期線"
"鹿児島県","白沢","JR指宿枕崎線"
"鹿児島県","市立病院前","鹿児島市電唐湊線"
"鹿児島県","表木山","JR肥薩線"
"鹿児島県","帖佐","JR日豊本線"
"鹿児島県","中郡","鹿児島市電唐湊線"
"鹿児島県","二月田","JR指宿枕崎線"
"鹿児島県","二軒茶屋","鹿児島市電谷山線"
"鹿児島県","西大山","JR指宿枕崎線"
"鹿児島県","西頴娃","JR指宿枕崎線"
"鹿児島県","生見","JR指宿枕崎線"
"鹿児島県","松ヶ浦","JR指宿枕崎線"
"鹿児島県","水成川","JR指宿枕崎線"
"鹿児島県","宮ヶ浜","JR指宿枕崎線"
"鹿児島県","吉松","JR肥薩線 / JR吉都線"
"鹿児島県","竜ケ水","JR日豊本線"
"沖縄県","県庁前","沖縄ゆいレール"
